"county","cbsa10","cbsatype10","cntyname","cbsaname10","pop10","afact"
"county","cbsa10","cbsatype10","cntyname","2010 CBSA Name","Total Pop, 2010 census","county to cbsatype10 alloc factor"
"47019","27740","Metro","Carter TN","Johnson City, TN Metropolitan Statistical Area",57424,1 
"47021","34980","Metro","Cheatham TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",39105,1 
"47023","27180","Metro","Chester TN","Jackson, TN Metropolitan Statistical Area",17131,1 
"47025","99999"," ","Claiborne TN","99999",32213,1 
"47027","99999"," ","Clay TN","99999",7861,1 
"47029","35460","Micro","Cocke TN","Newport, TN Micropolitan Statistical Area",35662,1 
"47031","46100","Micro","Coffee TN","Tullahoma, TN Micropolitan Statistical Area",52796,1 
"47033","99999"," ","Crockett TN","99999",14586,1 
"47035","18900","Micro","Cumberland TN","Crossville, TN Micropolitan Statistical Area",56053,1 
"47037","34980","Metro","Davidson TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",626681,1 
"47039","99999"," ","Decatur TN","99999",11757,1 
"47041","99999"," ","DeKalb TN","99999",18723,1 
"47043","34980","Metro","Dickson TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",49666,1 
"47045","20540","Micro","Dyer TN","Dyersburg, TN Micropolitan Statistical Area",38335,1 
"47047","32820","Metro","Fayette TN","Memphis, TN-MS-AR Metropolitan Statistical Area",38413,1 
"47049","99999"," ","Fentress TN","99999",17959,1 
"47051","46100","Micro","Franklin TN","Tullahoma, TN Micropolitan Statistical Area",41052,1 
"47053","26480","Micro","Gibson TN","Humboldt, TN Micropolitan Statistical Area",49683,1 
"47055","99999"," ","Giles TN","99999",29485,1 
"47057","34100","Metro","Grainger TN","Morristown, TN Metropolitan Statistical Area",22657,1 
"47059","24620","Micro","Greene TN","Greeneville, TN Micropolitan Statistical Area",68831,1 
"47061","99999"," ","Grundy TN","99999",13703,1 
"47063","34100","Metro","Hamblen TN","Morristown, TN Metropolitan Statistical Area",62544,1 
"47065","16860","Metro","Hamilton TN","Chattanooga, TN-GA Metropolitan Statistical Area",336463,1 
"47067","99999"," ","Hancock TN","99999",6819,1 
"47069","99999"," ","Hardeman TN","99999",27253,1 
"47071","99999"," ","Hardin TN","99999",26026,1 
"47073","28700","Metro","Hawkins TN","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",56833,1 
"47075","15140","Micro","Haywood TN","Brownsville, TN Micropolitan Statistical Area",18787,1 
"47077","99999"," ","Henderson TN","99999",27769,1 
"47079","37540","Micro","Henry TN","Paris, TN Micropolitan Statistical Area",32330,1 
"47081","34980","Metro","Hickman TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",24690,1 
"47083","99999"," ","Houston TN","99999",8426,1 
"47085","99999"," ","Humphreys TN","99999",18538,1 
"47087","18260","Micro","Jackson TN","Cookeville, TN Micropolitan Statistical Area",11638,1 
"47089","34100","Metro","Jefferson TN","Morristown, TN Metropolitan Statistical Area",51407,1 
"47091","99999"," ","Johnson TN","99999",18244,1 
"47093","28940","Metro","Knox TN","Knoxville, TN Metropolitan Statistical Area",432226,1 
"47095","99999"," ","Lake TN","99999",7832,1 
"47097","99999"," ","Lauderdale TN","99999",27815,1 
"47099","29980","Micro","Lawrence TN","Lawrenceburg, TN Micropolitan Statistical Area",41869,1 
"47101","99999"," ","Lewis TN","99999",12161,1 
"47103","99999"," ","Lincoln TN","99999",33361,1 
"47105","28940","Metro","Loudon TN","Knoxville, TN Metropolitan Statistical Area",48556,1 
"47107","11940","Micro","McMinn TN","Athens, TN Micropolitan Statistical Area",52266,1 
"47109","99999"," ","McNairy TN","99999",26075,1 
"47111","34980","Metro","Macon TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",22248,1 
"47113","27180","Metro","Madison TN","Jackson, TN Metropolitan Statistical Area",98294,1 
"47115","16860","Metro","Marion TN","Chattanooga, TN-GA Metropolitan Statistical Area",28237,1 
"47117","30280","Micro","Marshall TN","Lewisburg, TN Micropolitan Statistical Area",30617,1 
"47119","17940","Micro","Maury TN","Columbia, TN Micropolitan Statistical Area",80956,1 
"47121","99999"," ","Meigs TN","99999",11753,1 
"47123","99999"," ","Monroe TN","99999",44519,1 
"47125","17300","Metro","Montgomery TN","Clarksville, TN-KY Metropolitan Statistical Area",172331,1 
"47127","46100","Micro","Moore TN","Tullahoma, TN Micropolitan Statistical Area",6362,1 
"47129","99999"," ","Morgan TN","99999",21987,1 
"47131","46460","Micro","Obion TN","Union City, TN-KY Micropolitan Statistical Area",31807,1 
"47133","18260","Micro","Overton TN","Cookeville, TN Micropolitan Statistical Area",22083,1 
"47135","99999"," ","Perry TN","99999",7915,1 
"47137","99999"," ","Pickett TN","99999",5077,1 
"47139","17420","Metro","Polk TN","Cleveland, TN Metropolitan Statistical Area",16825,1 
"47141","18260","Micro","Putnam TN","Cookeville, TN Micropolitan Statistical Area",72321,1 
"47143","99999"," ","Rhea TN","99999",31809,1 
"47145","25340","Micro","Roane TN","Harriman, TN Micropolitan Statistical Area",54181,1 
"47147","34980","Metro","Robertson TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",66283,1 
"47149","34980","Metro","Rutherford TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",262604,1 
"47151","99999"," ","Scott TN","99999",22228,1 
"47153","16860","Metro","Sequatchie TN","Chattanooga, TN-GA Metropolitan Statistical Area",14112,1 
"47155","42940","Micro","Sevier TN","Sevierville, TN Micropolitan Statistical Area",89889,1 
"47157","32820","Metro","Shelby TN","Memphis, TN-MS-AR Metropolitan Statistical Area",927644,1 
"47159","34980","Metro","Smith TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",19166,1 
"47161","17300","Metro","Stewart TN","Clarksville, TN-KY Metropolitan Statistical Area",13324,1 
"47163","28700","Metro","Sullivan TN","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",156823,1 
"47165","34980","Metro","Sumner TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",160645,1 
"47167","32820","Metro","Tipton TN","Memphis, TN-MS-AR Metropolitan Statistical Area",61081,1 
"47169","34980","Metro","Trousdale TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",7870,1 
"47171","27740","Metro","Unicoi TN","Johnson City, TN Metropolitan Statistical Area",18313,1 
"47173","28940","Metro","Union TN","Knoxville, TN Metropolitan Statistical Area",19109,1 
"47175","99999"," ","Van Buren TN","99999",5548,1 
"47177","32660","Micro","Warren TN","McMinnville, TN Micropolitan Statistical Area",39839,1 
"47179","27740","Metro","Washington TN","Johnson City, TN Metropolitan Statistical Area",122979,1 
"47181","99999"," ","Wayne TN","99999",17021,1 
"47183","32280","Micro","Weakley TN","Martin, TN Micropolitan Statistical Area",35021,1 
"47185","99999"," ","White TN","99999",25841,1 
"47187","34980","Metro","Williamson TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",183182,1 
"47189","34980","Metro","Wilson TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",113993,1 
"48001","37300","Micro","Anderson TX","Palestine, TX Micropolitan Statistical Area",58458,1 
"48003","11380","Micro","Andrews TX","Andrews, TX Micropolitan Statistical Area",14786,1 
"48005","31260","Micro","Angelina TX","Lufkin, TX Micropolitan Statistical Area",86771,1 
"48007","18580","Metro","Aransas TX","Corpus Christi, TX Metropolitan Statistical Area",23158,1 
"48009","48660","Metro","Archer TX","Wichita Falls, TX Metropolitan Statistical Area",9054,1 
"48011","11100","Metro","Armstrong TX","Amarillo, TX Metropolitan Statistical Area",1901,1 
"48013","41700","Metro","Atascosa TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",44911,1 
"48015","26420","Metro","Austin TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",28417,1 
"48017","99999"," ","Bailey TX","99999",7165,1 
"48019","41700","Metro","Bandera TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",20485,1 
"48021","12420","Metro","Bastrop TX","Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",74171,1 
"48023","99999"," ","Baylor TX","99999",3726,1 
"48025","13300","Micro","Bee TX","Beeville, TX Micropolitan Statistical Area",31861,1 
"48027","28660","Metro","Bell TX","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",310235,1 
"48029","41700","Metro","Bexar TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",1714773,1 
"48031","99999"," ","Blanco TX","99999",10497,1 
"48033","99999"," ","Borden TX","99999",641,1 
"48035","99999"," ","Bosque TX","99999",18212,1 
"48037","45500","Metro","Bowie TX","Texarkana, TX-Texarkana, AR Metropolitan Statistical Area",92565,1 
"48039","26420","Metro","Brazoria TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",313166,1 
"48041","17780","Metro","Brazos TX","College Station-Bryan, TX Metropolitan Statistical Area",194851,1 
"48043","99999"," ","Brewster TX","99999",9232,1 
"48045","99999"," ","Briscoe TX","99999",1637,1 
"48047","99999"," ","Brooks TX","99999",7223,1 
"48049","15220","Micro","Brown TX","Brownwood, TX Micropolitan Statistical Area",38106,1 
"48051","17780","Metro","Burleson TX","College Station-Bryan, TX Metropolitan Statistical Area",17187,1 
"48053","31920","Micro","Burnet TX","Marble Falls, TX Micropolitan Statistical Area",42750,1 
"48055","12420","Metro","Caldwell TX","Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",38066,1 
"48057","47020","Metro","Calhoun TX","Victoria, TX Metropolitan Statistical Area",21381,1 
"48059","10180","Metro","Callahan TX","Abilene, TX Metropolitan Statistical Area",13544,1 
"48061","15180","Metro","Cameron TX","Brownsville-Harlingen, TX Metropolitan Statistical Area",406220,1 
"48063","99999"," ","Camp TX","99999",12401,1 
"48065","11100","Metro","Carson TX","Amarillo, TX Metropolitan Statistical Area",6182,1 
"48067","99999"," ","Cass TX","99999",30464,1 
"48069","99999"," ","Castro TX","99999",8062,1 
"48071","26420","Metro","Chambers TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",35096,1 
"48073","27380","Micro","Cherokee TX","Jacksonville, TX Micropolitan Statistical Area",50845,1 
"48075","99999"," ","Childress TX","99999",7041,1 
"48077","48660","Metro","Clay TX","Wichita Falls, TX Metropolitan Statistical Area",10752,1 
"48079","99999"," ","Cochran TX","99999",3127,1 
"48081","99999"," ","Coke TX","99999",3320,1 
"48083","99999"," ","Coleman TX","99999",8895,1 
"48085","19100","Metro","Collin TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",782341,1 
"48087","99999"," ","Collingsworth TX","99999",3057,1 
"48089","99999"," ","Colorado TX","99999",20874,1 
"48091","41700","Metro","Comal TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",108472,1 
"48093","99999"," ","Comanche TX","99999",13974,1 
"48095","99999"," ","Concho TX","99999",4087,1 
"48097","23620","Micro","Cooke TX","Gainesville, TX Micropolitan Statistical Area",38437,1 
"48099","28660","Metro","Coryell TX","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",75388,1 
"48101","99999"," ","Cottle TX","99999",1505,1 
"48103","99999"," ","Crane TX","99999",4375,1 
"48105","99999"," ","Crockett TX","99999",3719,1 
"48107","31180","Metro","Crosby TX","Lubbock, TX Metropolitan Statistical Area",6059,1 
"48109","99999"," ","Culberson TX","99999",2398,1 
"48111","99999"," ","Dallam TX","99999",6703,1 
"48113","19100","Metro","Dallas TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2368139,1 
"48115","29500","Micro","Dawson TX","Lamesa, TX Micropolitan Statistical Area",13833,1 
"48117","25820","Micro","Deaf Smith TX","Hereford, TX Micropolitan Statistical Area",19372,1 
"48119","19100","Metro","Delta TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",5231,1 
"48121","19100","Metro","Denton TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",662614,1 
"48123","99999"," ","DeWitt TX","99999",20097,1 
"48125","99999"," ","Dickens TX","99999",2444,1 
"48127","99999"," ","Dimmit TX","99999",9996,1 
"48129","99999"," ","Donley TX","99999",3677,1 
"48131","99999"," ","Duval TX","99999",11782,1 
"48133","99999"," ","Eastland TX","99999",18583,1 
"48135","36220","Metro","Ector TX","Odessa, TX Metropolitan Statistical Area",137130,1 
"48137","99999"," ","Edwards TX","99999",2002,1 
"48139","19100","Metro","Ellis TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",149610,1 
"48141","21340","Metro","El Paso TX","El Paso, TX Metropolitan Statistical Area",800647,1 
"48143","44500","Micro","Erath TX","Stephenville, TX Micropolitan Statistical Area",37890,1 
"48145","99999"," ","Falls TX","99999",17866,1 
"48147","14300","Micro","Fannin TX","Bonham, TX Micropolitan Statistical Area",33915,1 
"48149","99999"," ","Fayette TX","99999",24554,1 
"48151","99999"," ","Fisher TX","99999",3974,1 
"48153","99999"," ","Floyd TX","99999",6446,1 
"48155","99999"," ","Foard TX","99999",1336,1 
"48157","26420","Metro","Fort Bend TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",585375,1 
"48159","99999"," ","Franklin TX","99999",10605,1 
"48161","99999"," ","Freestone TX","99999",19816,1 
"48163","99999"," ","Frio TX","99999",17217,1 
"48165","99999"," ","Gaines TX","99999",17526,1 
"48167","26420","Metro","Galveston TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",291309,1 
"48169","99999"," ","Garza TX","99999",6461,1 
"48171","23240","Micro","Gillespie TX","Fredericksburg, TX Micropolitan Statistical Area",24837,1 
"48173","99999"," ","Glasscock TX","99999",1226,1 
"48175","47020","Metro","Goliad TX","Victoria, TX Metropolitan Statistical Area",7210,1 
"48177","99999"," ","Gonzales TX","99999",19807,1 
"48179","37420","Micro","Gray TX","Pampa, TX Micropolitan Statistical Area",22535,1 
"48181","43300","Metro","Grayson TX","Sherman-Denison, TX Metropolitan Statistical Area",120877,1 
"48183","30980","Metro","Gregg TX","Longview, TX Metropolitan Statistical Area",121730,1 
"48185","99999"," ","Grimes TX","99999",26604,1 
"48187","41700","Metro","Guadalupe TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",131533,1 
"48189","38380","Micro","Hale TX","Plainview, TX Micropolitan Statistical Area",36273,1 
"48191","99999"," ","Hall TX","99999",3353,1 
"48193","99999"," ","Hamilton TX","99999",8517,1 
"48195","99999"," ","Hansford TX","99999",5613,1 
"48197","99999"," ","Hardeman TX","99999",4139,1 
"48199","13140","Metro","Hardin TX","Beaumont-Port Arthur, TX Metropolitan Statistical Area",54635,1 
"48201","26420","Metro","Harris TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",4092459,1 
"48203","32220","Micro","Harrison TX","Marshall, TX Micropolitan Statistical Area",65631,1 
"48205","99999"," ","Hartley TX","99999",6062,1 
"48207","99999"," ","Haskell TX","99999",5899,1 
"48209","12420","Metro","Hays TX","Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",157107,1 
"48211","99999"," ","Hemphill TX","99999",3807,1 
"48213","11980","Micro","Henderson TX","Athens, TX Micropolitan Statistical Area",78532,1 
"48215","32580","Metro","Hidalgo TX","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",774769,1 
"48217","99999"," ","Hill TX","99999",35089,1 
"48219","30220","Micro","Hockley TX","Levelland, TX Micropolitan Statistical Area",22935,1 
"48221","24180","Micro","Hood TX","Granbury, TX Micropolitan Statistical Area",51182,1 
"48223","44860","Micro","Hopkins TX","Sulphur Springs, TX Micropolitan Statistical Area",35161,1 
"48225","99999"," ","Houston TX","99999",23732,1 
"48227","13700","Micro","Howard TX","Big Spring, TX Micropolitan Statistical Area",35012,1 
"48229","99999"," ","Hudspeth TX","99999",3476,1 
"48231","19100","Metro","Hunt TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",86129,1 
"48233","14420","Micro","Hutchinson TX","Borger, TX Micropolitan Statistical Area",22150,1 
"48235","41660","Metro","Irion TX","San Angelo, TX Metropolitan Statistical Area",1599,1 
"48237","99999"," ","Jack TX","99999",9044,1 
"48239","99999"," ","Jackson TX","99999",14075,1 
"48241","99999"," ","Jasper TX","99999",35710,1 
"48243","99999"," ","Jeff Davis TX","99999",2342,1 
"48245","13140","Metro","Jefferson TX","Beaumont-Port Arthur, TX Metropolitan Statistical Area",252273,1 
"48247","99999"," ","Jim Hogg TX","99999",5300,1 
"48249","10860","Micro","Jim Wells TX","Alice, TX Micropolitan Statistical Area",40838,1 
"48251","19100","Metro","Johnson TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",150934,1 
"48253","10180","Metro","Jones TX","Abilene, TX Metropolitan Statistical Area",20202,1 
"48255","99999"," ","Karnes TX","99999",14824,1 
"48257","19100","Metro","Kaufman TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",103350,1 
"48259","41700","Metro","Kendall TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",33410,1 
"48261","28780","Micro","Kenedy TX","Kingsville, TX Micropolitan Statistical Area",416,1 
"48263","99999"," ","Kent TX","99999",808,1 
"48265","28500","Micro","Kerr TX","Kerrville, TX Micropolitan Statistical Area",49625,1 
"48267","99999"," ","Kimble TX","99999",4607,1 
"48269","99999"," ","King TX","99999",286,1 
"48271","99999"," ","Kinney TX","99999",3598,1 
"48273","28780","Micro","Kleberg TX","Kingsville, TX Micropolitan Statistical Area",32061,1 
"48275","99999"," ","Knox TX","99999",3719,1 
"48277","37580","Micro","Lamar TX","Paris, TX Micropolitan Statistical Area",49793,1 
"48279","99999"," ","Lamb TX","99999",13977,1 
"48281","28660","Metro","Lampasas TX","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",19677,1 
"48283","99999"," ","La Salle TX","99999",6886,1 
"48285","99999"," ","Lavaca TX","99999",19263,1 
"48287","99999"," ","Lee TX","99999",16612,1 
"48289","99999"," ","Leon TX","99999",16801,1 
"48291","26420","Metro","Liberty TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",75643,1 
"48293","99999"," ","Limestone TX","99999",23384,1 
"48295","99999"," ","Lipscomb TX","99999",3302,1 
"48297","99999"," ","Live Oak TX","99999",11531,1 
"48299","99999"," ","Llano TX","99999",19301,1 
"48301","99999"," ","Loving TX","99999",82,1 
"48303","31180","Metro","Lubbock TX","Lubbock, TX Metropolitan Statistical Area",278831,1 
"48305","99999"," ","Lynn TX","99999",5915,1 
"48307","99999"," ","McCulloch TX","99999",8283,1 
"48309","47380","Metro","McLennan TX","Waco, TX Metropolitan Statistical Area",234906,1 
"48311","99999"," ","McMullen TX","99999",707,1 
"48313","99999"," ","Madison TX","99999",13664,1 
"48315","99999"," ","Marion TX","99999",10546,1 
"48317","99999"," ","Martin TX","99999",4799,1 
"48319","99999"," ","Mason TX","99999",4012,1 
"48321","13060","Micro","Matagorda TX","Bay City, TX Micropolitan Statistical Area",36702,1 
"48323","20580","Micro","Maverick TX","Eagle Pass, TX Micropolitan Statistical Area",54258,1 
"48325","41700","Metro","Medina TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",46006,1 
"48327","99999"," ","Menard TX","99999",2242,1 
"48329","33260","Metro","Midland TX","Midland, TX Metropolitan Statistical Area",136872,1 
"48331","99999"," ","Milam TX","99999",24757,1 
"48333","99999"," ","Mills TX","99999",4936,1 
"48335","99999"," ","Mitchell TX","99999",9403,1 
"48337","99999"," ","Montague TX","99999",19719,1 
"48339","26420","Metro","Montgomery TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",455746,1 
"48341","20300","Micro","Moore TX","Dumas, TX Micropolitan Statistical Area",21904,1 
"48343","99999"," ","Morris TX","99999",12934,1 
"48345","99999"," ","Motley TX","99999",1210,1 
"48347","34860","Micro","Nacogdoches TX","Nacogdoches, TX Micropolitan Statistical Area",64524,1 
"48349","18620","Micro","Navarro TX","Corsicana, TX Micropolitan Statistical Area",47735,1 
"48351","99999"," ","Newton TX","99999",14445,1 
"48353","45020","Micro","Nolan TX","Sweetwater, TX Micropolitan Statistical Area",15216,1 
"48355","18580","Metro","Nueces TX","Corpus Christi, TX Metropolitan Statistical Area",340223,1 
"48357","99999"," ","Ochiltree TX","99999",10223,1 
"48359","99999"," ","Oldham TX","99999",2052,1 
"48361","13140","Metro","Orange TX","Beaumont-Port Arthur, TX Metropolitan Statistical Area",81837,1 
"48363","33420","Micro","Palo Pinto TX","Mineral Wells, TX Micropolitan Statistical Area",28111,1 
"48365","99999"," ","Panola TX","99999",23796,1 
"48367","19100","Metro","Parker TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",116927,1 
"48369","99999"," ","Parmer TX","99999",10269,1 
"48371","99999"," ","Pecos TX","99999",15507,1 
"48373","99999"," ","Polk TX","99999",45413,1 
"48375","11100","Metro","Potter TX","Amarillo, TX Metropolitan Statistical Area",121073,1 
"48377","99999"," ","Presidio TX","99999",7818,1 
"48379","99999"," ","Rains TX","99999",10914,1 
"48381","11100","Metro","Randall TX","Amarillo, TX Metropolitan Statistical Area",120725,1 
"48383","99999"," ","Reagan TX","99999",3367,1 
"48385","99999"," ","Real TX","99999",3309,1 
"48387","99999"," ","Red River TX","99999",12860,1 
"48389","37780","Micro","Reeves TX","Pecos, TX Micropolitan Statistical Area",13783,1 
"48391","99999"," ","Refugio TX","99999",7383,1 
"48393","37420","Micro","Roberts TX","Pampa, TX Micropolitan Statistical Area",929,1 
"48395","17780","Metro","Robertson TX","College Station-Bryan, TX Metropolitan Statistical Area",16622,1 
"48397","19100","Metro","Rockwall TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",78337,1 
"48399","99999"," ","Runnels TX","99999",10501,1 
"48401","30980","Metro","Rusk TX","Longview, TX Metropolitan Statistical Area",53330,1 
"48403","99999"," ","Sabine TX","99999",10834,1 
"48405","99999"," ","San Augustine TX","99999",8865,1 
"48407","26420","Metro","San Jacinto TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",26384,1 
"48409","18580","Metro","San Patricio TX","Corpus Christi, TX Metropolitan Statistical Area",64804,1 
"48411","99999"," ","San Saba TX","99999",6131,1 
"48413","99999"," ","Schleicher TX","99999",3461,1 
"48415","43660","Micro","Scurry TX","Snyder, TX Micropolitan Statistical Area",16921,1 
"48417","99999"," ","Shackelford TX","99999",3378,1 
"48419","99999"," ","Shelby TX","99999",25448,1 
"48421","99999"," ","Sherman TX","99999",3034,1 
"48423","46340","Metro","Smith TX","Tyler, TX Metropolitan Statistical Area",209714,1 
"48425","24180","Micro","Somervell TX","Granbury, TX Micropolitan Statistical Area",8490,1 
"48427","40100","Micro","Starr TX","Rio Grande City-Roma, TX Micropolitan Statistical Area",60968,1 
"48429","99999"," ","Stephens TX","99999",9630,1 
"48431","99999"," ","Sterling TX","99999",1143,1 
"48433","99999"," ","Stonewall TX","99999",1490,1 
"48435","99999"," ","Sutton TX","99999",4128,1 
"48437","99999"," ","Swisher TX","99999",7854,1 
"48439","19100","Metro","Tarrant TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",1809034,1 
"48441","10180","Metro","Taylor TX","Abilene, TX Metropolitan Statistical Area",131506,1 
"48443","99999"," ","Terrell TX","99999",984,1 
"48445","99999"," ","Terry TX","99999",12651,1 
"48447","99999"," ","Throckmorton TX","99999",1641,1 
"48449","34420","Micro","Titus TX","Mount Pleasant, TX Micropolitan Statistical Area",32334,1 
"48451","41660","Metro","Tom Green TX","San Angelo, TX Metropolitan Statistical Area",110224,1 
"48453","12420","Metro","Travis TX","Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",1024266,1 
"48455","99999"," ","Trinity TX","99999",14585,1 
"48457","99999"," ","Tyler TX","99999",21766,1 
"48459","30980","Metro","Upshur TX","Longview, TX Metropolitan Statistical Area",39309,1 
"48461","99999"," ","Upton TX","99999",3355,1 
"48463","46620","Micro","Uvalde TX","Uvalde, TX Micropolitan Statistical Area",26405,1 
"48465","19620","Micro","Val Verde TX","Del Rio, TX Micropolitan Statistical Area",48879,1 
"48467","99999"," ","Van Zandt TX","99999",52579,1 
"48469","47020","Metro","Victoria TX","Victoria, TX Metropolitan Statistical Area",86793,1 
"48471","26660","Micro","Walker TX","Huntsville, TX Micropolitan Statistical Area",67861,1 
"48473","26420","Metro","Waller TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",43205,1 
"48475","99999"," ","Ward TX","99999",10658,1 
"48477","14780","Micro","Washington TX","Brenham, TX Micropolitan Statistical Area",33718,1 
"48479","29700","Metro","Webb TX","Laredo, TX Metropolitan Statistical Area",250304,1 
"48481","20900","Micro","Wharton TX","El Campo, TX Micropolitan Statistical Area",41280,1 
"48483","99999"," ","Wheeler TX","99999",5410,1 
"48485","48660","Metro","Wichita TX","Wichita Falls, TX Metropolitan Statistical Area",131500,1 
"48487","46900","Micro","Wilbarger TX","Vernon, TX Micropolitan Statistical Area",13535,1 
"48489","39700","Micro","Willacy TX","Raymondville, TX Micropolitan Statistical Area",22134,1 
"48491","12420","Metro","Williamson TX","Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",422679,1 
"48493","41700","Metro","Wilson TX","San Antonio-New Braunfels, TX Metropolitan Statistical Area",42918,1 
"48495","99999"," ","Winkler TX","99999",7110,1 
"48497","19100","Metro","Wise TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",59127,1 
"48499","99999"," ","Wood TX","99999",41964,1 
"48501","99999"," ","Yoakum TX","99999",7879,1 
"48503","99999"," ","Young TX","99999",18550,1 
"48505","99999"," ","Zapata TX","99999",14018,1 
"48507","99999"," ","Zavala TX","99999",11677,1 
"49001","99999"," ","Beaver UT","99999",6629,1 
"49003","14940","Micro","Box Elder UT","Brigham City, UT Micropolitan Statistical Area",49975,1 
"49005","30860","Metro","Cache UT","Logan, UT-ID Metropolitan Statistical Area",112656,1 
"49007","39220","Micro","Carbon UT","Price, UT Micropolitan Statistical Area",21403,1 
"49009","99999"," ","Daggett UT","99999",1059,1 
"49011","36260","Metro","Davis UT","Ogden-Clearfield, UT Metropolitan Statistical Area",306479,1 
"49013","99999"," ","Duchesne UT","99999",18607,1 
"49015","99999"," ","Emery UT","99999",10976,1 
"49017","99999"," ","Garfield UT","99999",5172,1 
"49019","99999"," ","Grand UT","99999",9225,1 
"49021","16260","Micro","Iron UT","Cedar City, UT Micropolitan Statistical Area",46163,1 
"49023","39340","Metro","Juab UT","Provo-Orem, UT Metropolitan Statistical Area",10246,1 
"49025","99999"," ","Kane UT","99999",7125,1 
"49027","99999"," ","Millard UT","99999",12503,1 
"49029","36260","Metro","Morgan UT","Ogden-Clearfield, UT Metropolitan Statistical Area",9469,1 
"49031","99999"," ","Piute UT","99999",1556,1 
"49033","99999"," ","Rich UT","99999",2264,1 
"49035","41620","Metro","Salt Lake UT","Salt Lake City, UT Metropolitan Statistical Area",1029655,1 
"49037","99999"," ","San Juan UT","99999",14746,1 
"49039","99999"," ","Sanpete UT","99999",27822,1 
"49041","99999"," ","Sevier UT","99999",20802,1 
"49043","41620","Metro","Summit UT","Salt Lake City, UT Metropolitan Statistical Area",36324,1 
"49045","41620","Metro","Tooele UT","Salt Lake City, UT Metropolitan Statistical Area",58218,1 
"49047","46860","Micro","Uintah UT","Vernal, UT Micropolitan Statistical Area",32588,1 
"49049","39340","Metro","Utah UT","Provo-Orem, UT Metropolitan Statistical Area",516564,1 
"49051","25720","Micro","Wasatch UT","Heber, UT Micropolitan Statistical Area",23530,1 
"49053","41100","Metro","Washington UT","St. George, UT Metropolitan Statistical Area",138115,1 
